1,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,149,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,2181380,389398,1
2,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,549,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,408330,22947,1
3,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,849,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,1709698,202875,1
4,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,625,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,1790459,1232006,1
5,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,925,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,1013564,811077,1
6,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,501,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,930714,1308273,1
7,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,149,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,467606,1603931,1
8,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,549,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,2061991,1366987,1
9,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,149,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,1266541,1464601,1
10,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,549,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,1138429,464549,0
11,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,149,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,820139,768507,0
12,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,549,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,567754,785640,1
13,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,149,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,1421581,1128966,1
14,10005,5,10005,0,0,0,0,0,0,0,0,0,8,0,234881024,0,0,0,0,1,0,0,1,549,17,5,25,25,0,0,1,1,0,0,0,2,7,5,0,0,1,0,0,0,0,0,0,2685,2565,7,0,0,0,0,100,0,10,0,25,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,5268,7,0,0,0,0,1,1,4,1,2,0,4,0,0,8,0,0,3,0,0,209000000000000,0,0,0,12,0,5268,1,0,2,0,1,2,0,2,0,1,3,1,1,0,1,1305158,491107,0
